ID;N_VICTIMAS;AÑO;MES;HORA;LUGAR_DEL_HECHO;TIPO_DE_ENCUENTRO;COMUNA;X;Y;VICTIMA;ACUSADO;BARRIO
2017-0045;1;2017;4;6;NOGOYA 5940;ENTRE CALLE;10;-58.52449285;-34.62454175;MOTO;OBJETO FIJO;VERSALLES
2017-0047;1;2017;4;6;AV. ARGENTINA Y AV. CORVALAN;CRUCE;8;-58.46713742;-34.6719879;MOTO;AUTO;VILLA LUGANO
2017-0049;1;2017;4;18;AV. FERNANDEZ DE LA CRUZ Y VARELA;CRUCE;8;-58.43850413;-34.65554754;PEATON;PASAJEROS;VILLA SOLDATI
2017-0050;2;2017;4;11;AU PERITO MORENO Y RAMAL ENLACE AU1/AU6;CRUCE;9;;;MOTO;CARGAS;NO DATA
2017-0051;1;2017;5;3;AU DELLEPIANE 2400;CRUCE;7;;;AUTO;AUTO;NO DATA
2017-0052;1;2017;5;3;AV. GRAL. PAZ Y GOLETA JULIA;CRUCE;8;-58.49413799;-34.68095739;PEATON;CARGAS;NO DATA
2017-0053;1;2017;5;20;VIEYTES Y VILLARINO;CRUCE;4;-58.37547846;-34.65326075;MOTO;CARGAS;BARRACAS
2017-0054;1;2017;5;21;AV. DE LOS CONSTITUYENTES Y PEDRO MORAN;CRUCE;15;-58.48680218;-34.58689719;MOTO;AUTO;PARQUE CHAS
2017-0055;1;2017;5;8;AV. DE LOS CONSTITUYENTES 4900;ENTRE CALLE;12;-58.49563989;-34.57962262;AUTO;AUTO;VILLA PUEYRREDON
2017-0058;1;2017;5;23;AV. CORDOBA Y LIBERTAD;CRUCE;1;-58.38403232;-34.5991594;PEATON;MOTO;RETIRO
2017-0059;1;2017;5;9;BRASIL Y LIMA;CRUCE;1;-58.38223382;-34.62693865;PEATON;PASAJEROS;CONSTITUCION
2017-0060;1;2017;5;7;AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ;CRUCE;8;-58.45966521;-34.67323292;MOTO;OBJETO FIJO;VILLA SOLDATI
2017-0061;1;2017;5;13;PARAGUAY Y AV. CALLAO ;CRUCE;2;-58.39303911;-34.59871111;PEATON;MOTO;RECOLETA
2017-0062;1;2017;5;16;AV. JUAN B JUSTO Y SAN BLAS;CRUCE;10;-58.51262106;-34.63395999;MOTO;CARGAS;VERSALLES
2017-0063;1;2017;5;10;CHILE Y AV. 9 DE JULIO;CRUCE;1;-58.38118367;-34.61646839;PEATON;PASAJEROS;MONSERRAT
2017-0064;1;2017;5;5;MAIPU Y PERON;CRUCE;1;-58.37653284;-34.60582475;CARGAS;AUTO;SAN NICOLAS
2017-0065;1;2017;5;16;AV. SUAREZ Y HERRERA;CRUCE;4;-58.37709334;-34.64035082;BICICLETA;CARGAS;BARRACAS
2017-0066;1;2017;5;18;AV. SAN MARTIN Y FRAGATA SARMIENTO;CRUCE;15;-58.46002142;-34.60409469;PEATON;PASAJEROS;PATERNAL
2017-0067;1;2017;5;2;AV. DIRECTORIO Y AV. JOSE MARIA MORENO;CRUCE;6;-58.4338197;-34.62801894;MOTO;CARGAS;CABALLITO
2017-0068;1;2017;5;19;AV. TTE. FRANCISCO RABANAL 2950;ENTRE CALLE;8;-58.43580656;-34.66437532;MOTO;OBJETO FIJO;VILLA SOLDATI
2017-0069;1;2017;5;14;AV. GRAL. PAZ Y ULRICO SCHMIDL;CRUCE;9;-58.52173071;-34.65997463;MOTO;NO DATA;NO DATA
2017-0070;1;2017;5;13;NUEVA YORK  3696;ENTRE CALLE;11;-58.50791763;-34.59804273;PEATON;AUTO;VILLA DEVOTO
2017-0072;1;2017;6;23;AV. DE LOS CONSTITUYENTES Y VALLEJOS;CRUCE;12;-58.49175088;-34.58226957;AUTO;AUTO;VILLA URQUIZA
2017-0073;1;2017;6;9;AV. CORRIENTES Y ECUADOR;CRUCE;3;-58.40781467;-34.60425669;MOTO;AUTO;BALVANERA
2017-0074;1;2017;6;12;CASCO 133;ENTRE CALLE;9;-58.52567073;-34.63787791;NO DATA;NO DATA;LINIERS
2017-0075;1;2017;6;22;AV. DE MAYO Y AV. 9 DE JULIO;CRUCE;1;-58.381542;-34.60906385;PEATON;MOTO;MONSERRAT
2017-0076;1;2017;6;14;AV. RAMON CASTILLO Y CALLE 12;CRUCE;2;-58.38526125;-34.5780581;PEATON;CARGAS;RECOLETA
2017-0077;1;2017;6;23;FRAY JUSTO SANTAMARIA DE ORO 1930;ENTRE CALLE;14;-58.42934104;-34.58451712;MOTO;CARGAS;PALERMO
2017-0079;1;2017;6;16;MEXICO Y DEAN FUNES;CRUCE;3;-58.40657493;-34.61781124;MOTO;CARGAS;BALVANERA
2017-0080;1;2017;6;10;AV. JUAN B ALBERDI Y AV. ESCALADA;CRUCE;9;-58.49525314;-34.64487785;PEATON;CARGAS;PARQUE AVELLANEDA
2017-0082;1;2017;6;22;AV. ENTRE RIOS Y AV. BRASIL;CRUCE;4;-58.39092851;-34.62932696;PEATON;AUTO;PARQUE PATRICIOS
2017-0083;1;2017;7;0;AV. JUAN B ALBERDI Y GUARDIA NACIONAL;CRUCE;9;-58.49603546;-34.64564271;MOTO;CARGAS;MATADEROS
2017-0084;1;2017;7;12;AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA;CRUCE;2;-58.38502878;-34.58703485;PEATON;PASAJEROS;RECOLETA
2017-0085;1;2017;7;14;TACUARI Y AV. MARTIN GARCIA;CRUCE;4;-58.37261143;-34.63150425;PEATON;PASAJEROS;BARRACAS
2017-0086;1;2017;7;7;AV. RIVADAVIA Y MURGUIONDO;CRUCE;9;-58.51876802;-34.63905965;PEATON;MOTO;LINIERS
2017-0087;1;2017;7;10;24 DE NOVIEMBRE 390;ENTRE CALLE;3;-58.41095567;-34.61516101;PEATON;AUTO;BALVANERA
2017-0088;1;2017;7;22;AV. PASEO COLON Y BRASIL;CRUCE;1;-58.36797542;-34.62519403;PEATON;PASAJEROS;SAN TELMO
2017-0089;1;2017;7;12;MARTINIANO LEGUIZAMON 901;ENTRE CALLE;9;-58.51514709;-34.64787051;NO DATA;AUTO;LINIERS
2017-0090;1;2017;7;5;AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ;CRUCE;11;-58.51925642;-34.59171721;PEATON;AUTO;VILLA DEVOTO
2017-0091;1;2017;7;13;SUPERI Y AV. GRAL. PAZ;CRUCE;12;-58.48671535;-34.54321216;MOTO;NO DATA;NO DATA
2017-0092;1;2017;7;22;AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR);CRUCE;1;-58.38268809;-34.62282019;PEATON;AUTO;CONSTITUCION
2017-0093;1;2017;7;16;AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO;CRUCE;13;-58.43633522;-34.54966288;PEATON;AUTO;BELGRANO
2017-0094;1;2017;7;8;VICTOR HUGO 2639;ENTRE CALLE;10;-58.52640838;-34.61765855;BICICLETA;CARGAS;VILLA REAL
2017-0095;1;2017;8;8;AV. CORDOBA Y JERONIMO SALGUERO;CRUCE;14;-58.41894306;-34.59778875;MOTO;AUTO;PALERMO
2017-0096;1;2017;8;19;AV. CABILDO Y NUÑEZ;CRUCE;13;-58.46756026;-34.54972741;PEATON;PASAJEROS;NUÃEZ
2017-0098;1;2017;8;12;JOSE BONIFACIO 2114;ENTRE CALLE;7;-58.45715752;-34.63132912;PEATON;AUTO;FLORES
2017-0099;1;2017;8;19;AV. PTE FIGUEROA ALCORTA 5400;ENTRE CALLE;14;-58.42406784;-34.56213916;BICICLETA;AUTO;PALERMO
2017-0100;1;2017;8;7;VENEZUELA 2135;ENTRE CALLE;3;-58.3967447;-34.61512051;MOTO;OBJETO FIJO;BALVANERA
2017-0101;1;2017;8;10;AV. FCO. LACROZE Y ZAPATA;CRUCE;13;-58.44537508;-34.57084818;PEATON;MULTIPLE;COLEGIALES
2017-0102;1;2017;8;1;IRIARTE Y ZAVALETA;CRUCE;4;-58.40056767;-34.6510708;PEATON;CARGAS;BARRACAS
2017-0104;1;2017;8;9;AV. 9 DE JULIO Y ESTADOS UNIDOS;CRUCE;1;-58.38109568;-34.61853244;PEATON;CARGAS;CONSTITUCION
2017-0106;1;2017;8;19;FRAY JUSTO SANTAMARIA DE ORO Y GUEMES;CRUCE;14;-58.42533612;-34.58035258;PEATON;PASAJEROS;PALERMO
2017-0107;1;2017;9;11;AV. DEL LIBERTADOR Y JARAMILLO;CRUCE;13;-58.46062311;-34.54395182;MOTO;CARGAS;NUÃEZ
2017-0108;2;2017;9;4;AV. GRAL. PAZ Y MACHAIN;CRUCE;12;-58.49491054;-34.54795581;OBJETO FIJO;AUTO;SAAVEDRA
2017-0109;1;2017;9;21;AV. DIRECTORIO Y PORTELA;CRUCE;7;-58.47130269;-34.63665402;MOTO;AUTO;FLORES
2017-0110;1;2017;9;14;LAVALLE Y AV. LEANDRO N ALEM;CRUCE;1;-58.370488;-34.60189492;PEATON;PASAJEROS;SAN NICOLAS
2017-0111;1;2017;9;18;USPALLATA Y PIROVANO;CRUCE;4;-58.42023854;-34.6423411;PEATON;CARGAS;NUEVA POMPEYA
2017-0112;2;2017;9;9;AU 25 DE MAYO Y AV. VARELA;CRUCE;7;-58.45807401;-34.6399743;AUTO;OBJETO FIJO;FLORES
2017-0113;1;2017;9;6;AV. SANTA FE Y MAIPU;CRUCE;1;-58.37697717;-34.59573848;PEATON;PASAJEROS;RETIRO
2017-0114;1;2017;9;2;AV. ALVEAR Y AV. DEL LIBERTADOR;CRUCE;2;-58.3910058;-34.5849866;AUTO;OBJETO FIJO;RECOLETA
2017-0115;1;2017;9;18;AV. PAVON Y TREINTA Y TRES ORIENTALES;CRUCE;5;-58.42182126;-34.63089661;MOTO;BICICLETA;BOEDO
2017-0116;1;2017;9;22;COLECTORA AV. GRAL. PAZ 5750;ENTRE CALLE;12;-58.51389422;-34.58075791;MOTO;OBJETO FIJO;VILLA PUEYRREDON
2017-0118;1;2017;9;7;VIEYTES Y CRUZ;CRUCE;4;-58.37585415;-34.65232158;MOTO;AUTO;BARRACAS
2017-0120;1;2017;10;15;AU DELLEPIANE Y AV. ESCALADA;CRUCE;9;-58.47297505;-34.66245085;MOTO;CARGAS;PARQUE AVELLANEDA
2017-0123;1;2017;10;1;ALBARIÑO Y AV. ARGENTINA;CRUCE;8;-58.46855503;-34.67216349;PEATON;AUTO;VILLA LUGANO
2017-0124;1;2017;10;14;JUAN RAMIREZ DE VELAZCO 1211;ENTRE CALLE;15;-58.44254033;-34.59185043;MOTO;PASAJEROS;VILLA CRESPO
2017-0125;1;2017;10;6;AV. FERNANDEZ DE LA CRUZ Y LARRAYA;CRUCE;8;-58.46622247;-34.67926929;MOTO;OBJETO FIJO;VILLA LUGANO
2017-0126;2;2017;10;6;AV. RIESTRA Y CAÑADA DE GOMEZ;CRUCE;8;-58.48003734;-34.68148508;AUTO;OBJETO FIJO;VILLA LUGANO
2017-0127;1;2017;10;7;GALLO Y AV. CORDOBA;CRUCE;2;-58.41192137;-34.59800248;MOTO;MOTO;RECOLETA
2017-0128;1;2017;10;12;DR. JUAN F. ARANGUREN 611;ENTRE CALLE;6;-58.44034689;-34.61349731;PEATON;PASAJEROS;CABALLITO
2017-0129;1;2017;10;19;AU PERITO MORENO Y AU 25 DE MAYO;CRUCE;9;-58.47155277;-34.64925746;MOTO;PASAJEROS;PARQUE AVELLANEDA
2017-0130;1;2017;10;5;CHORROARIN Y AV. SAN MARTIN;CRUCE;15;-58.47883099;-34.59967065;AUTO;CARGAS;PATERNAL
2017-0132;1;2017;10;14;COSQUIN Y AV. CNEL. ROCA;CRUCE;8;-58.46552171;-34.6937413;MOTO;PASAJEROS;VILLA RIACHUELO
2017-0134;1;2017;11;18;AV. CNEL. ROCA 3555;ENTRE CALLE;8;-58.4423972;-34.66777987;PEATON;PASAJEROS;VILLA SOLDATI
2017-0135;1;2017;11;12;AV. WARNES Y PUNTA ARENAS;CRUCE;15;-58.47032551;-34.59626814;MOTO;CARGAS;PATERNAL
2017-0136;1;2017;11;8;DEL BARCO CENTENERA Y RABANAL;CRUCE;4;-58.41827843;-34.65522746;PEATON;PASAJEROS;NUEVA POMPEYA
2017-0137;1;2017;11;11;AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS;CRUCE;11;-58.51280715;-34.59279388;PEATON;CARGAS;VILLA DEVOTO
2017-0138;1;2017;11;10;AV. LAFUENTE Y AV. EVA PERON;CRUCE;7;-58.46258582;-34.64385704;MOTO;OBJETO FIJO;FLORES
2017-0139;1;2017;11;22;AV. CNEL. ROCA Y AV. ESCALADA;CRUCE;8;-58.45064148;-34.68003614;AUTO;OBJETO FIJO;VILLA SOLDATI
2017-0140;1;2017;11;23;AU ARTURO FRONDIZI PKM 3100;CRUCE;4;;;MOTO;PASAJEROS;NO DATA
2017-0141;1;2017;11;19;AV. LA PLATA Y AV. PEDRO GOYENA;CRUCE;6;-58.42717783;-34.62513374;PEATON;PASAJEROS;CABALLITO
2017-0143;1;2017;11;21;TRELLES Y GRAL. CESAR DIAZ;CRUCE;11;-58.46442001;-34.60724519;AUTO;PASAJEROS;VILLA GRAL. MITRE
2017-0144;1;2017;11;6;AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ;CRUCE;8;-58.47064556;-34.69843756;AUTO;OBJETO FIJO;VILLA RIACHUELO
2017-0145;1;2017;11;17;MAZA Y DON BOSCO;CRUCE;5;-58.41677733;-34.61223119;MOTO;AUTO;ALMAGRO
2017-0147;1;2017;11;11;AV. GRAL. PAZ Y AV. EVA PERON;CRUCE;9;-58.5025179;-34.67450313;MOTO;AUTO;MATADEROS
2017-0148;1;2017;11;10;AV. SAN JUAN Y LA RIOJA;CRUCE;3;-58.40708125;-34.62438894;PEATON;PASAJEROS;SAN CRISTOBAL
2017-0149;1;2017;11;12;AV. PASEO COLON Y MEXICO;CRUCE;1;-58.36947198;-34.61477051;PEATON;PASAJEROS;MONSERRAT
2017-0150;1;2017;12;1;AV. RIVADAVIA Y MIRALLA;CRUCE;9;-58.51140889;-34.63934531;PEATON;AUTO;LINIERS
2017-0151;1;2017;12;2;VIEYTES Y LUJAN;CRUCE;4;-58.37460912;-34.65559133;PEATON;PASAJEROS;BARRACAS
2017-0152;1;2017;12;17;CACHI Y TRAFUL;CRUCE;4;-58.41146277;-34.65073916;BICICLETA;PASAJEROS;NUEVA POMPEYA
2017-0153;2;2017;12;2;ROSARIO Y AV. LA PLATA;CRUCE;6;-58.42855267;-34.61829385;MOTO;PASAJEROS;CABALLITO
2017-0154;1;2017;12;9;AV. ENTRE RIOS Y AV. CASEROS ;CRUCE;4;-58.39035581;-34.63412287;PEATON;PASAJEROS;PARQUE PATRICIOS
2017-0155;1;2017;12;21;AV. RIVADAVIA 6350;ENTRE CALLE;7;-58.45593915;-34.62656868;NO DATA;MOTO;FLORES
2017-0157;1;2017;12;9;AV. GRAL. PAZ Y HUMAITA;CRUCE;9;-58.52866211;-34.64597065;AUTO;PASAJEROS;LINIERS
2017-0158;1;2017;12;21;GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ;CRUCE;11;-58.52037476;-34.59407024;MOTO;AUTO;VILLA DEVOTO
2017-0159;1;2017;12;4;AV. INDEPENDENCIA Y VIRREY CEVALLOS;CRUCE;1;-58.38896772;-34.61799615;MOTO;AUTO;MONSERRAT
2017-0160;1;2017;12;13;AV. NAZCA 365;ENTRE CALLE;7;-58.47074114;-34.62771756;PEATON;MOTO;FLORES
2017-0161;1;2017;12;15;AV. EVA PERON 5249;ENTRE CALLE;9;-58.48200819;-34.65969965;PEATON;AUTO;MATADEROS
2018-0001;1;2018;1;22;San Juan Av. Y Rincón;CRUCE;3;-58.39536773;-34.62297346;PEATON;MOTO;SAN CRISTOBAL
2018-0002;1;2018;1;16;Peru 937;ENTRE CALLE;1;-58.37456088;-34.61895467;BICICLETA;PASAJEROS;SAN TELMO
2018-0003;1;2018;1;10;Pueyrredon, Honorio, Dr. Av. y Galicia;CRUCE;15;-58.44860217;-34.60395657;PEATON;MULTIPLE;VILLA CRESPO
2018-0004;1;2018;1;9;Del Libertador Av. y Manzanares;CRUCE;13;-58.46129513;-34.54332766;MOTO;MULTIPLE;NUÃEZ
2018-0005;1;2018;1;22;Paseo Colon Av. 1019;ENTRE CALLE;1;-58.36907201;-34.61953517;PEATON;PASAJEROS;SAN TELMO
2018-0006;1;2018;1;21;Valle y Barco Centenera Del;CRUCE;6;-58.44062219;-34.62499107;BICICLETA;PASAJEROS;CABALLITO
2018-0007;1;2018;1;2;AU Perito Moreno  KM 0.6;CRUCE;9;-58.52502765;-34.63601265;AUTO;AUTO;LINIERS
2018-0008;1;2018;1;17;Huergo, Ing. Av. e Independencia Av.;CRUCE;1;-58.36659655;-34.61687778;MOTO;CARGAS;SAN TELMO
2018-0009;1;2018;1;2;Pilcomayo y Brown, Alte. Av.;CRUCE;4;-58.36737389;-34.62763661;MOTO;MOTO;BOCA
2018-0010;1;2018;1;5;Cervantes y Belaustegui, Luis, Dr.;CRUCE;10;-58.49807953;-34.63038658;MOTO;CARGAS;VELEZ SARSFIELD
2018-0011;1;2018;1;10;Callao y Vte. Lopez;CRUCE;2;-58.39092703;-34.59088447;PEATON;PASAJEROS;RECOLETA
2018-0012;1;2018;1;13;Oliden y Chilavert, Martiniano, Coronel;CRUCE;8;-58.46912006;-34.68049201;MOTO;PASAJEROS;VILLA LUGANO
2018-0013;1;2018;1;8;Congreso Av. y Galvan;CRUCE;12;-58.48661286;-34.56786129;MOTO;AUTO;VILLA URQUIZA
2018-0014;1;2018;1;20;Moreno, Perito Av. y Rivera Indarte;CRUCE;7;-58.44074927;-34.65080597;PEATON;MOTO;FLORES
2018-0015;2;2018;2;1;Australia Av. 2800;ENTRE CALLE;4;-58.38636298;-34.64684275;MOTO;PASAJEROS;BARRACAS
2018-0016;1;2018;2;10;Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.;CRUCE;1;-58.37533517;-34.59276462;MOTO;CARGAS;RETIRO
2018-0017;1;2018;2;4;San Pedrito Av. y Rivadavia Av.;CRUCE;7;-58.46963952;-34.63070603;PEATON;AUTO;FLORES
2018-0018;1;2018;2;7;Isabel La Catolica y Salvadores, Cnel.;CRUCE;4;-58.37207554;-34.64543658;MOTO;CARGAS;BARRACAS
2018-0019;1;2018;2;12;Las Heras General Av. y Callao Av.;CRUCE;2;-58.39189441;-34.59176378;PEATON;PASAJEROS;RECOLETA
2018-0020;1;2018;2;22;Fernandez de la Cruz Subida AU Héctor J. Cámpora;CRUCE;8;-58.45012957;-34.66518343;MOTO;CARGAS;VILLA SOLDATI
2018-0021;1;2018;2;10;AMANCIO ALCORTA Y ZAVALETA;CRUCE;4;-58.40184094;-34.64546845;PEATON;PASAJEROS;PARQUE PATRICIOS
2018-0022;1;2018;2;0;Montes De Oca, Manuel y Olavarria;CRUCE;4;-58.37441153;-34.63966783;MOTO;CARGAS;BARRACAS
2018-0023;1;2018;2;6;Barco Centenera Del y Rosario;CRUCE;6;-58.44110156;-34.62082399;MOTO;AUTO;CABALLITO
2018-0024;1;2018;2;23;Alvarez Thomas Av. y Donado;CRUCE;15;-58.47087351;-34.57827342;PEATON;CARGAS;VILLA ORTUZAR
2018-0025;1;2018;3;22;Av. Avellaneda y Av. Boyacá;CRUCE;7;-58.4596221;-34.6224514;PEATON;AUTO;FLORES
2018-0026;2;2018;3;4;Rabanal, Francisco, Intendente Av. y Saenz Av.;CRUCE;4;-58.41657793;-34.65476216;MOVIL;CARGAS;NUEVA POMPEYA
2018-0027;1;2018;3;23;Castro y Rondeau;CRUCE;5;-58.41911301;-34.63722107;PEATON;MOTO;BOEDO
2018-0028;1;2018;3;15;Bilbao, Francisco Av. y Azul;CRUCE;9;-58.47120586;-34.64251042;PEATON;CARGAS;PARQUE AVELLANEDA
2018-0029;1;2018;3;18;Nazca Av. y Gaona Av.;CRUCE;11;-58.47418944;-34.62049672;MOTO;AUTO;VILLA SANTA RITA
2018-0030;1;2018;3;1;Plaza y Alvarez Thomas Av.;CRUCE;15;-58.46720441;-34.57905579;MOTO;MOTO;VILLA ORTUZAR
2018-0031;1;2018;3;10;Gaona Av. y Artigas, Jose Gervasio, Gral.;CRUCE;11;-58.46909362;-34.6177971;MOTO;CARGAS;VILLA GRAL. MITRE
2018-0032;1;2018;4;13;Cabildo Av. y Aguilar;CRUCE;13;-58.44704343;-34.5688864;PEATON;PASAJEROS;COLEGIALES
2018-0033;1;2018;4;7;Camarones y Lope De Vega Av.;CRUCE;10;-58.50535541;-34.62902048;MOTO;CARGAS;VELEZ SARSFIELD
2018-0034;1;2018;4;18;Santa Fe Av. 2320;ENTRE CALLE;2;-58.40021675;-34.59522198;PEATON;PASAJEROS;RECOLETA
2018-0035;1;2018;4;16;Av. Rivadavia 6950;ENTRE CALLE;7;-58.46325991;-34.62919627;PEATON;PASAJEROS;FLORES
2018-0036;1;2018;4;23;Av. San Martín y Argerich;CRUCE;15;-58.49471482;-34.59694755;MOTO;AUTO;AGRONOMIA
2018-0037;1;2018;4;18;Cordoba Av. y Uriburu Jose E., Pres.;CRUCE;2;-58.3987261;-34.59975962;PEATON;CARGAS;RECOLETA
2018-0038;2;2018;4;17;AV. RIVADAVIA 1571;ENTRE CALLE;1;-58.38872177;-34.60885045;PEATON;AUTO;SAN NICOLAS
2018-0039;1;2018;4;22;AUTOPISTA LUGONES KM 4.7;CRUCE;14;;;PEATON;AUTO;NO DATA
2018-0040;1;2018;4;11;Ramon Freire y Virrey Olaguer y Feliu;CRUCE;13;-58.45686132;-34.57305993;PEATON;CARGAS;COLEGIALES
2018-0041;1;2018;4;13;La Plata Av. y Fernandez De La Cruz, F., Gral. Av.;CRUCE;4;-58.42281627;-34.64282424;PEATON;PASAJEROS;NUEVA POMPEYA
2018-0042;1;2018;4;18;BRANDSEN y PERDRIEL;CRUCE;4;-58.38666024;-34.63953396;MOTO;CARGAS;BARRACAS
2018-0043;1;2018;4;6;Vilardebo, Teodoro y Alvarez Jonte Av.;CRUCE;11;-58.49122843;-34.61207587;MOTO;AUTO;VILLA SANTA RITA
2018-0044;1;2018;4;9;Alberti e Independencia Av.;CRUCE;3;-58.40098306;-34.61866627;PEATON;AUTO;BALVANERA
2018-0045;1;2018;4;7;Alvarez Thomas Av. 879;ENTRE CALLE;13;-58.45448963;-34.5791692;AUTO;CARGAS;COLEGIALES
2018-0046;1;2018;5;3;Av. Gral. Paz y Av. Rivadavia;CRUCE;9;-58.52927982;-34.63931752;PEATON;AUTO;LINIERS
2018-0047;1;2018;5;19;Av. Corrientes y Av. Dorrego;CRUCE;15;-58.44759966;-34.5917024;PEATON;PASAJEROS;CHACARITA
2018-0048;1;2018;5;10;Rivadavia Av. y Pedernera;CRUCE;7;-58.46411215;-34.62925068;PEATON;PASAJEROS;FLORES
2018-0049;1;2018;5;19;Quesada 2300;ENTRE CALLE;13;-58.4621322;-34.55395823;PEATON;AUTO;NUÃEZ
2018-0050;1;2018;5;18;Cabildo Av. y Juramento Av.;CRUCE;13;-58.45669422;-34.5620361;PEATON;PASAJEROS;BELGRANO
2018-0051;1;2018;5;21;California y Carbonari, Francisco, Cmte.;CRUCE;4;-58.3597716;-34.64341878;PEATON;AUTO;BOCA
2018-0052;1;2018;5;20;Carril, Salvador Maria Del Av. y Nazca;CRUCE;15;-58.49820145;-34.59070093;PEATON;PASAJEROS;AGRONOMIA
2018-0053;1;2018;5;2;San Luis y Aguero;CRUCE;3;-58.4105928;-34.5993918;MOTO;AUTO;BALVANERA
2018-0054;1;2018;5;11;Lugones 2430;ENTRE CALLE;12;-58.47969138;-34.57121563;PEATON;BICICLETA;VILLA URQUIZA
2018-0055;1;2018;5;7;Independencia Av. y Jujuy Av.;CRUCE;3;-58.40351561;-34.61883916;MOTO;AUTO;BALVANERA
2018-0056;1;2018;6;13;Av. Rivadavia 11050;ENTRE CALLE;9;-58.51973844;-34.63918987;PEATON;PASAJEROS;LINIERS
2018-0057;1;2018;6;3;Combate De Los Pozos y Humberto 1°;CRUCE;3;-58.39311376;-34.62163006;MOTO;PASAJEROS;SAN CRISTOBAL
2018-0058;1;2018;6;6;Cordoba Av. y Thames;CRUCE;15;-58.43531242;-34.59082159;MOTO;AUTO;VILLA CRESPO
2018-0059;1;2018;6;6;Garay, Juan De Av. y Sanchez De Loria;CRUCE;5;-58.41178165;-34.63035454;MOTO;OTRO;BOEDO
2018-0060;1;2018;6;12;Lavalle y Alem, Leandro N. Av.;CRUCE;1;-58.370488;-34.60189492;PEATON;PASAJEROS;SAN NICOLAS
2018-0061;1;2018;6;11;Estados Unidos y Pichincha;CRUCE;3;-58.39883882;-34.61964833;MOTO;MOTO;SAN CRISTOBAL
2018-0062;1;2018;6;1;Rosario y Barco Centenera Del;CRUCE;6;-58.44110156;-34.62082399;PEATON;CARGAS;CABALLITO
2018-0063;1;2018;6;21;Av. Leandro N. Alem y Viamonte;CRUCE;1;-58.37093138;-34.59952725;PEATON;PASAJEROS;SAN NICOLAS
2018-0064;1;2018;6;1;Varela Av. y Primera Junta;CRUCE;7;-58.45855262;-34.63953253;AUTO;CARGAS;FLORES
2018-0065;1;2018;6;17;Pellegrini, Carlos y Juncal;CRUCE;1;-58.38161909;-34.59283447;MOTO;CARGAS;RETIRO
2018-0066;1;2018;6;11;Av. Corrientes y Av. Federico Lacroze;CRUCE;15;-58.45511899;-34.58698157;PEATON;PASAJEROS;CHACARITA
2018-0067;1;2018;6;16;Montes De Oca, Manuel y Finochietto Enrique Dr.;CRUCE;4;-58.37724226;-34.62973033;PASAJEROS;AUTO;BARRACAS
2018-0068;1;2018;7;9;Carabobo Av. y Alberdi, Juan Bautista Av.;CRUCE;7;-58.45546217;-34.62930339;MOTO;AUTO;FLORES
2018-0069;1;2018;7;21;"Córdoba Av. 2215

";ENTRE CALLE;2;-58.39897064;-34.59954925;BICICLETA;PASAJEROS;RECOLETA
2018-0070;1;2018;7;15;Estados Unidos y Urquiza, Gral.;CRUCE;3;-58.40917826;-34.62126274;MOTO;PASAJEROS;SAN CRISTOBAL
2018-0071;1;2018;7;17;Moreno y Av. Huergo;CRUCE;1;-58.36726348;-34.61099738;MOTO;CARGAS;MONSERRAT
2018-0072;1;2018;7;13;AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño;CRUCE;8;-58.48267426;-34.68454456;MOTO;CARGAS;VILLA LUGANO
2018-0073;1;2018;7;15;Iriarte, Gral. Av. 3400;ENTRE CALLE;4;-58.39546165;-34.65168841;PEATON;CARGAS;BARRACAS
2018-0074;1;2018;7;6;AV. JUAN B. ALBERDI 2968;ENTRE CALLE;7;-58.46941984;-34.63376545;AUTO;CARGAS;FLORES
2018-0075;1;2018;7;7;Del Libertador Av. y Ortiz De Ocampo;CRUCE;14;-58.40367321;-34.58129246;PEATON;AUTO;PALERMO
2018-0076;1;2018;7;9;Chavez, Jorge y Paz, Gral. Av.;CRUCE;9;-58.52932872;-34.65014993;AUTO;CARGAS;LINIERS
2018-0077;1;2018;7;23;Urquiza, Gral. y Estados Unidos;CRUCE;3;-58.40917826;-34.62126274;AUTO;CARGAS;SAN CRISTOBAL
2018-0078;1;2018;7;6;Paraguay y Sánchez De Bustamante;CRUCE;2;-58.41264127;-34.59473294;PEATON;AUTO;RECOLETA
2018-0079;1;2018;7;7;De Los Corrales Av. y Paz, Gral. Av.;CRUCE;9;-58.50877521;-34.66977709;PEATON;CARGAS;NO DATA
2018-0080;1;2018;7;22;Alberdi, Juan Bautista Av. y Carhue;CRUCE;9;-58.51232237;-34.6590353;PEATON;AUTO;MATADEROS
2018-0081;1;2018;7;6;Castañares Av. y Rivera Indarte Av.;CRUCE;7;-58.44744156;-34.64567171;PEATON;MULTIPLE;FLORES
