ID;N_VICTIMAS;AÑO;MES;HORA;LUGAR_DEL_HECHO;TIPO_DE_ENCUENTRO;COMUNA;X;Y;VICTIMA;ACUSADO;BARRIO
2018-0082;1;2018;8;15;Larrazabal y Garzon, Eugenio, Gral. Av.;CRUCE;9;-58.49441273;-34.65869968;MOTO;CARGAS;MATADEROS
2018-0083;1;2018;8;5;Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.;CRUCE;8;-58.47976785;-34.69153196;MOTO;CARGAS;VILLA RIACHUELO
2018-0084;1;2018;8;7;Av. Alicia Moreau de Justo y Cochabamba;CRUCE;1;-58.36523349;-34.62260331;PEATON;CARGAS;PUERTO MADERO
2018-0085;2;2018;8;18;Entre Rios Av. y Garay, Juan De Av.;CRUCE;3;-58.39118948;-34.62704273;MOTO;PASAJEROS;SAN CRISTOBAL
2018-0086;1;2018;8;21;Directorio Av. y Guardia Nacional;CRUCE;9;-58.49019551;-34.65015854;PEATON;PASAJEROS;MATADEROS
2018-0087;1;2018;8;19;Pavon Av. Y Colombres;CRUCE;5;-58.41644362;-34.63023775;PEATON;PASAJEROS;BOEDO
2018-0088;1;2018;8;16;Av. Gral. Paz y Av. Dr. Ricardo Balbín;CRUCE;12;-58.5007381;-34.5497951;MOTO;CARGAS;NO DATA
2018-0089;1;2018;8;17;Pichincha Av. y Brasil;CRUCE;4;-58.39626094;-34.63036565;PEATON;PASAJEROS;PARQUE PATRICIOS
2018-0090;1;2018;8;10;27 De Febrero Av. y Pergamino;CRUCE;8;-58.43284809;-34.67051543;MOTO;AUTO;VILLA SOLDATI
2018-0091;1;2018;8;18;AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA;CRUCE;9;-58.52280139;-34.63659934;AUTO;AUTO;LINIERS
2018-0092;1;2018;8;8;Cordoba Av. y Gascon;CRUCE;14;-58.4233693;-34.59774487;MOTO;AUTO;PALERMO
2018-0093;1;2018;8;8;15 De Noviembre De 1889 1513;ENTRE CALLE;1;-58.38691681;-34.63105973;PEATON;PASAJEROS;CONSTITUCION
2018-0094;1;2018;8;5;Salguero, Jeronimo y Beruti;CRUCE;14;-58.4116902;-34.5857988;MOTO;PASAJEROS;PALERMO
2018-0095;1;2018;8;0;Lacarra Av. y Dellepiane, Luis, Tte. Gral.;CRUCE;9;-58.46739825;-34.65117757;AUTO;AUTO;PARQUE AVELLANEDA
2018-0096;1;2018;8;22;AU Héctor J. Cámpora y Roca, Cnel. Av.;CRUCE;8;-58.44483258;-34.67152226;PEATON;AUTO;VILLA SOLDATI
2018-0097;1;2018;9;10;Av. Varela y Av. Int. Francisco Rabanal;CRUCE;8;-58.43254025;-34.66128115;AUTO;OTRO;VILLA SOLDATI
2018-0098;2;2018;9;5;Av. Gral. Paz e/ Ferre y Beron de Astrada;CRUCE;8;-58.47199387;-34.69640164;AUTO;AUTO;VILLA RIACHUELO
2018-0099;1;2018;9;14;Rivadavia Av. y Pedernera;CRUCE;7;-58.46411215;-34.62925068;PEATON;PASAJEROS;FLORES
2018-0100;1;2018;9;10;Elvira Rawson de Dellepiane 150;ENTRE CALLE;1;-58.36217754;-34.62367156;MOTO;AUTO;PUERTO MADERO
2018-0101;1;2018;9;0;Paz, Gral. Av. y Zapiola;CRUCE;12;-58.48098594;-34.5407313;AUTO;MULTIPLE;NO DATA
2018-0102;1;2018;9;0;FAMATINA Y DIOGENES TABORDA;CRUCE;4;-58.41083404;-34.64640709;MOTO;AUTO;PARQUE PATRICIOS
2018-0103;1;2018;9;17;Av. Castañares y Bonorino;CRUCE;7;-58.44609828;-34.64446729;PEATON;MOTO;FLORES
2018-0104;1;2018;10;8;AU Frondizi 9 de Julio Sur y Av. Suarez;CRUCE;4;-58.37709334;-34.64035082;MOTO;MOTO;BARRACAS
2018-0105;1;2018;10;18;Nazca Av. y Rivadavia Av.;CRUCE;7;-58.46963952;-34.63070603;PEATON;PASAJEROS;FLORES
2018-0106;1;2018;10;22;Figueroa Alcorta, Pres. Av. y Echeverria;CRUCE;13;-58.43674281;-34.55161027;MOTO;MOTO;BELGRANO
2018-0107;1;2018;10;14;Rivadavia Av. y Jujuy Av.;CRUCE;3;-58.4059686;-34.61011987;PEATON;PASAJEROS;BALVANERA
2018-0108;1;2018;10;14;De Los Italianos Av. y Guemes, Macacha;CRUCE;1;-58.36154069;-34.60463618;MOTO;AUTO;PUERTO MADERO
2018-0109;1;2018;10;22;Tucuman y Alem, Leandro N. Av.;CRUCE;1;-58.37062179;-34.60066507;PEATON;PASAJEROS;SAN NICOLAS
2018-0110;1;2018;10;3;Corrientes Av. y Gallardo, Angel Av.;CRUCE;15;-58.43220014;-34.60207186;PEATON;MOTO;VILLA CRESPO
2018-0111;1;2018;10;12;AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO;CRUCE;9;-58.46958442;-34.64949724;MOTO;CARGAS;PARQUE AVELLANEDA
2018-0112;1;2018;10;9;Muñecas y Serrano;CRUCE;15;-58.44671397;-34.59970903;MOTO;CARGAS;VILLA CRESPO
2018-0113;1;2018;10;11;Artigas, Jose Gervasio, Gral. y Tres Arroyos;CRUCE;11;-58.47152163;-34.61474911;MOTO;CARGAS;VILLA GRAL. MITRE
2018-0114;1;2018;10;2;Solis e Independencia Av.;CRUCE;1;-58.39032921;-34.61807951;MOTO;AUTO;MONSERRAT
2018-0115;1;2018;10;12;Bosch, Ventura y Paz, Gral. Av.;CRUCE;9;-58.52887773;-34.64297861;PEATON;PASAJEROS;LINIERS
2018-0116;1;2018;11;10;Paz, Gral. Av. 14800;ENTRE CALLE;8;-58.49371157;-34.67981324;PEATON;CARGAS;VILLA LUGANO
2018-0117;1;2018;11;8;Av. Eva Perón 5321;ENTRE CALLE;9;-58.48266599;-34.66012327;MOTO;MOTO;MATADEROS
2018-0118;1;2018;11;14;Peron, Juan Domingo, Tte. General y Pueyrredon Av.;CRUCE;3;-58.40612253;-34.60774301;PEATON;MOTO;BALVANERA
2018-0119;1;2018;11;22;Rabanal y San Pedrito;CRUCE;8;-58.43613623;-34.66292532;PEATON;NO DATA;VILLA SOLDATI
2018-0120;1;2018;11;13;Monroe y Alvarez Thomas Av.;CRUCE;12;-58.48250732;-34.57208238;PEATON;AUTO;VILLA URQUIZA
2018-0121;1;2018;11;16;Rivadavia Av. y Manzoni;CRUCE;10;-58.49945705;-34.6374328;PEATON;PASAJEROS;VILLA LURO
2018-0122;1;2018;11;1;AU Dellepiane Luis Tte. Gral. y Larrazabal;CRUCE;8;-58.47743966;-34.67233407;AUTO;AUTO;VILLA LUGANO
2018-0123;1;2018;11;3;Paz, Gral. Av. y Peron, Eva Av.;CRUCE;9;-58.5025179;-34.67450313;AUTO;NO DATA;MATADEROS
2018-0124;1;2018;11;19;AU Perito Moreno y Reservistas Argentinos;CRUCE;9;-58.52144411;-34.63682499;CARGAS;CARGAS;LINIERS
2018-0125;1;2018;11;21;Saenz Av. y Ventana;CRUCE;4;-58.41650465;-34.65084045;PEATON;PASAJEROS;NUEVA POMPEYA
2018-0126;1;2018;11;12;Avda. General Paz y Cnel. Ramón Falcón;CRUCE;9;-58.52994219;-34.64055918;MOTO;AUTO;LINIERS
2018-0127;1;2018;11;9;Av. Gral. Paz y Av. de los Constituyentes;CRUCE;12;-58.50993046;-34.56919739;MOTO;MOTO;NO DATA
2018-0128;2;2018;11;4;Paz, Gral. Av. 11200;ENTRE CALLE;9;-58.52844623;-34.64592873;AUTO;PASAJEROS;LINIERS
2018-0129;1;2018;11;4;Newbery, Jorge Av. y Guevara;CRUCE;15;-58.45021367;-34.58695347;MOTO;PASAJEROS;CHACARITA
2018-0130;1;2018;12;3;Gaona Av. y Segurola Av.;CRUCE;10;-58.49022072;-34.62770192;MOTO;PASAJEROS;FLORESTA
2018-0131;1;2018;12;19;Madero, Eduardo Av. 550;ENTRE CALLE;1;-58.36860866;-34.60106568;MOTO;CARGAS;SAN NICOLAS
2018-0132;1;2018;12;8;AU Arturo Illia y Castillo, Ramon S.;CRUCE;2;-58.39490504;-34.57241534;PEATON;CARGAS;RECOLETA
2018-0133;1;2018;12;14;Nazca Av. y Rivadavia Av.;CRUCE;7;-58.46963952;-34.63070603;PEATON;CARGAS;FLORES
2018-0134;1;2018;12;21;La Plata Av. y Caseros Av.;CRUCE;7;-58.42349365;-34.64019887;PEATON;MOTO;PARQUE CHACABUCO
2018-0135;1;2018;12;14;Belgrano Av. y Peru;CRUCE;1;-58.37471802;-34.61265002;PEATON;PASAJEROS;MONSERRAT
2018-0136;1;2018;12;15;Rivadavia Av. 7013;ENTRE CALLE;7;-58.46438789;-34.62913916;PEATON;PASAJEROS;FLORES
2018-0137;1;2018;12;20;Adolfo Alsina y Santiago del Estero;CRUCE;1;-58.38481975;-34.61100424;MOTO;PASAJEROS;MONSERRAT
2018-0138;1;2018;12;9;Bermudez 1893;ENTRE CALLE;10;-58.50751833;-34.62073702;PASAJEROS;PASAJEROS;MONTE CASTRO
2018-0139;1;2018;12;6;Santander 1974;ENTRE CALLE;7;-58.44682986;-34.63888084;MOTO;MOTO;PARQUE CHACABUCO
2018-0140;1;2018;12;8;Julieta Lanteri 1400;ENTRE CALLE;1;-58.3600465;-34.61381341;AUTO;AUTO;PUERTO MADERO
2018-0141;1;2018;12;17;Maza y Av. Independencia;CRUCE;5;-58.41509546;-34.62085945;PEATON;MOTO;ALMAGRO
2018-0142;1;2018;12;13;PAZ, GRAL. AV. 5172;ENTRE CALLE;12;-58.50997604;-34.57251072;CARGAS;PASAJEROS;VILLA PUEYRREDON
2018-0143;1;2018;12;5;Olivera Av. y Alberdi, Juan Bautista Av.;CRUCE;10;-58.48606475;-34.64047818;MOTO;AUTO;VELEZ SARSFIELD
2019-0001;1;2019;1;8;CASTILLO, RAMON S., PRES. AV. Y CALLE 12;CRUCE;2;-58.38526125;-34.5780581;MOTO;CARGAS;RECOLETA
2019-0002;1;2019;1;4;CASTAÑARES AV. Y MORENO, PERITO AV.;CRUCE;7;-58.45463662;-34.65082149;AUTO;CARGAS;FLORES
2019-0003;1;2019;1;8;SAN MARTIN AV. Y TERRADA;CRUCE;15;-58.49121672;-34.59718073;MOTO;AUTO;AGRONOMIA
2019-0004;1;2019;1;19;PERON, EVA AV. Y MEDINA;CRUCE;9;-58.47325712;-34.65284605;AUTO;PASAJEROS;PARQUE AVELLANEDA
2019-0005;1;2019;1;12;JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.;CRUCE;10;-58.52108101;-34.63382309;MOTO;CARGAS;VERSALLES
2019-0006;1;2019;1;5;OBLIGADO RAFAEL, AV. COSTANERA 4650;ENTRE CALLE;14;-58.41652702;-34.55509606;PEATON;AUTO;PALERMO
2019-0007;1;2019;1;19;MITRE, BARTOLOME Y YATAY;CRUCE;5;-58.42891604;-34.6107166;MOTO;AUTO;ALMAGRO
2019-0008;1;2019;1;22;PAZ, GRAL. AV. 16080;ENTRE CALLE;8;-58.47802293;-34.69156793;MOTO;MULTIPLE;VILLA RIACHUELO
2019-0009;1;2019;1;14;CHACABUCO Y SAN JUAN AV.;CRUCE;1;-58.37564821;-34.62200207;MOTO;AUTO;SAN TELMO
2019-0010;2;2019;2;7;DEL LIBERTADOR AV. 4100;ENTRE CALLE;14;-58.42668489;-34.56961468;PEATON;AUTO;PALERMO
2019-0011;1;2019;2;1;PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.;CRUCE;9;-58.5183993;-34.66252488;PEATON;AUTO;NO DATA
2019-0012;1;2019;2;3;CASTAÑARES AV. Y GORDILLO, TIMOTEO;CRUCE;8;-58.48432691;-34.67665828;MOTO;AUTO;VILLA LUGANO
2019-0013;1;2019;2;7;SALVIGNY Y MOM;CRUCE;7;-58.4338383;-34.64457699;PEATON;AUTO;PARQUE CHACABUCO
2019-0014;1;2019;2;17;LAMARCA, EMILIO 5402;ENTRE CALLE;11;-58.51664939;-34.58657938;MOTO;OBJETO FIJO;VILLA DEVOTO
2019-0015;1;2019;2;6;SAN MARTIN AV. 5638;ENTRE CALLE;11;-58.49613012;-34.59703502;AUTO;OBJETO FIJO;VILLA DEL PARQUE
2019-0016;1;2019;2;2;CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.;CRUCE;4;-58.38313603;-34.63356284;MOTO;PASAJEROS;BARRACAS
2019-0017;1;2019;3;7;MEXICO Y PICHINCHA;CRUCE;3;-58.39914719;-34.61632317;AUTO;PASAJEROS;BALVANERA
2019-0018;1;2019;3;23;CANTILO, INT. Y UDAONDO, GUILLERMO AV.;CRUCE;13;-58.44927253;-34.54048625;PEATON;AUTO;BELGRANO
2019-0019;1;2019;3;12;DEL LIBERTADOR AV. 6326;ENTRE CALLE;13;-58.45049163;-34.55374003;MOTO;AUTO;BELGRANO
2019-0020;1;2019;3;21;CHICLANA AV. 3444;ENTRE CALLE;5;-58.41288952;-34.63572989;MOTO;AUTO;BOEDO
2019-0021;1;2019;3;22;BOYACA AV. Y YERBAL;CRUCE;7;-58.45743597;-34.62561234;MOTO;AUTO;FLORES
2019-0022;1;2019;3;0;ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX);ENTRE CALLE;1;-58.39123782;-34.62352245;AUTO;NO DATA;CONSTITUCION
2019-0023;1;2019;3;8;PAZ, GRAL. AV. Y JACQUES, AMADEO;CRUCE;9;-58.52922765;-34.63637963;AUTO;OBJETO FIJO;LINIERS
2019-0024;1;2019;3;7;ANTARTIDA ARGENTINA AV. 1325;ENTRE CALLE;1;-58.37208118;-34.58541957;MOTO;CARGAS;RETIRO
2019-0025;1;2019;3;13;MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE;CRUCE;5;-58.41458534;-34.60937557;PEATON;AUTO;ALMAGRO
2019-0026;1;2019;3;7;FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL;CRUCE;8;-58.47976785;-34.69153196;PEATON;PASAJEROS;VILLA RIACHUELO
2019-0027;1;2019;3;11;SANTA FE AV. Y AZCUENAGA;CRUCE;2;-58.39990285;-34.59511714;BICICLETA;MULTIPLE;RECOLETA
2019-0028;1;2019;4;9;JUSTO, JUAN B. AV. y OROÑO, NICASIO;CRUCE;11;-58.46051346;-34.60588536;PEATON;PASAJEROS;VILLA GRAL. MITRE
2019-0029;1;2019;4;10;FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.;CRUCE;8;-58.47976785;-34.69153196;MOTO;OBJETO FIJO;VILLA RIACHUELO
2019-0030;1;2019;4;16;ALVAREZ, DONATO, TTE. GRAL. Y YERBAL;CRUCE;7;-58.45457546;-34.62447891;MOTO;CARGAS;FLORES
2019-0031;1;2019;4;19;CORDOBA AV. Y MADERO, EDUARDO AV.;CRUCE;1;-58.36951669;-34.59832047;BICICLETA;CARGAS;RETIRO
2019-0032;1;2019;4;11;CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.;CRUCE;11;-58.46415322;-34.6044379;PEATON;AUTO;VILLA GRAL. MITRE
2019-0033;1;2019;4;1;AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.;CRUCE;1;-58.36607137;-34.62150748;MOTO;NO DATA;SAN TELMO
2019-0034;1;2019;4;9;MORENO, PERITO AV. 3050;ENTRE CALLE;7;-58.45537373;-34.65093074;MOTO;OBJETO FIJO;FLORES
2019-0035;1;2019;4;14;SUIPACHA 665;ENTRE CALLE;1;-58.37942637;-34.60053054;PEATON;BICICLETA;SAN NICOLAS
2019-0036;1;2019;4;22;RIGLOS Y FORMOSA;CRUCE;6;-58.4368044;-34.62147504;MOTO;AUTO;CABALLITO
2019-0037;1;2019;5;23;LA RIOJA E INDEPENDENCIA AV.;CRUCE;3;-58.40778291;-34.61971907;MOTO;AUTO;BALVANERA
2019-0038;1;2019;5;14;UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.;CRUCE;13;-58.45212523;-34.54628513;PEATON;MOTO;NUÃEZ
2019-0039;1;2019;5;3;SAN PEDRITO AV. Y DIRECTORIO AV.;CRUCE;7;-58.46749188;-34.63551751;MOTO;AUTO;FLORES
2019-0040;1;2019;5;12;PUAN Y SANTANDER;CRUCE;7;-58.4426358;-34.63679732;MOTO;NO DATA;PARQUE CHACABUCO
2019-0041;1;2019;5;20;ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA;CRUCE;9;-58.51140289;-34.65846419;AUTO;MULTIPLE;MATADEROS
2019-0042;1;2019;5;15;LIMA Y CONSTITUCION;CRUCE;1;-58.38211431;-34.62465368;PEATON;PASAJEROS;CONSTITUCION
2019-0043;1;2019;5;9;CORDOBA AV. Y MADERO, EDUARDO AV.;CRUCE;1;-58.36951669;-34.59832047;BICICLETA;CARGAS;RETIRO
2019-0044;1;2019;5;12;BOEDO AV. 650;ENTRE CALLE;5;-58.41635217;-34.62036547;PEATON;MOTO;ALMAGRO
2019-0045;1;2019;6;7;DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA;CRUCE;14;-58.41316147;-34.57579669;MOTO;CARGAS;PALERMO
2019-0046;1;2019;6;9;GRAL PAZ Y CABILDO;CRUCE;13;-58.47617802;-34.53825652;MOTO;AUTO;NO DATA
2019-0047;1;2019;6;10;CASEROS AV. 1700;ENTRE CALLE;4;-58.38641783;-34.63330028;PEATON;CARGAS;BARRACAS
2019-0048;1;2019;6;7;AVELLANEDA AV. 1548;ENTRE CALLE;6;-58.45322169;-34.62038137;MOTO;CARGAS;CABALLITO
2019-0049;1;2019;6;9;CIUDAD DE LA PAZ Y MENDOZA;CRUCE;13;-58.45849057;-34.56166498;PEATON;CARGAS;BELGRANO
2019-0050;1;2019;6;23;SALGUERO, JERONIMO Y HONDURAS AV.;CRUCE;14;-58.41829559;-34.59411677;MOTO;CARGAS;PALERMO
2019-0051;1;2019;6;10;FILIBERTO, JUAN DE DIOS Y OLAVARRIA;CRUCE;4;-58.36376488;-34.63832093;MOTO;AUTO;BOCA
2019-0053;1;2019;6;17;ASTURIAS AV. Y CASTAÑARES AV.;CRUCE;8;-58.46442668;-34.66004784;AUTO;AUTO;VILLA SOLDATI
2019-0054;1;2019;6;3;GANDARA 2976;ENTRE CALLE;15;-58.48222035;-34.58428769;MOTO;OBJETO FIJO;PARQUE CHAS
2019-0055;1;2019;6;19;GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.;CRUCE;1;-58.36819005;-34.60283208;MOTO;PASAJEROS;SAN NICOLAS
2019-0056;1;2019;6;17;BOYACA AV. 305;ENTRE CALLE;7;-58.45877601;-34.62330939;PEATON;AUTO;FLORES
2019-0057;1;2019;7;19;ARTILLEROS Y LA PAMPA;CRUCE;13;-58.44196498;-34.55760517;PEATON;AUTO;BELGRANO
2019-0058;1;2019;7;9;AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN;CRUCE;10;-58.50622631;-34.63627822;MOTO;PASAJEROS;VILLA LURO
2019-0059;1;2019;7;22;15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO;CRUCE;1;-58.3841088;-34.63099197;MOTO;PASAJEROS;CONSTITUCION
2019-0060;1;2019;7;11;ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.;CRUCE;10;-58.48100602;-34.63504312;PEATON;AUTO;FLORESTA
2019-0061;1;2019;7;18;11 DE SEPTIEMBRE DE 1888 Y MENDOZA;CRUCE;13;-58.45200171;-34.5578132;PEATON;PASAJEROS;BELGRANO
2019-0062;1;2019;8;23;PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.;CRUCE;13;-58.44462132;-34.56201105;PEATON;PASAJEROS;BELGRANO
2019-0063;1;2019;8;1;FOREST AV. Y MAURE;CRUCE;15;-58.45220688;-34.58711712;MOTO;PASAJEROS;CHACARITA
2019-0064;1;2019;8;3;BOYACA AV. Y AVELLANEDA AV,;CRUCE;7;-58.4596221;-34.6224514;MOTO;AUTO;FLORES
2019-0065;1;2019;8;16;BARCO CENTENERA DEL Y TILCARA;CRUCE;4;-58.4197085;-34.65414867;PEATON;PASAJEROS;NUEVA POMPEYA
2019-0066;1;2019;8;21;RIESTRA AV. Y BOLIVAR;CRUCE;7;-58.44187596;-34.64938031;PEATON;AUTO;FLORES
2019-0067;1;2019;8;15;CASTRO, EMILIO 4706;ENTRE CALLE;10;-58.49101637;-34.64276621;MOTO;CARGAS;VILLA LURO
2019-0068;1;2019;8;17;27 DE FEBRERO AV. 5600;ENTRE CALLE;8;-58.42493829;-34.66256502;MOTO;MOTO;VILLA SOLDATI
2019-0069;1;2019;8;5;GARAY, JUAN DE AV. 2874;ENTRE CALLE;4;-58.40489318;-34.62930162;MOTO;AUTO;PARQUE PATRICIOS
2019-0070;1;2019;8;12;SCALABRINI ORTIZ, RAUL AV. y GORRITI;CRUCE;14;-58.4268668;-34.59217875;MOTO;BICICLETA;PALERMO
2019-0071;1;2019;8;11;PRIMERA JUNTA Y OLIVERA AV.;CRUCE;9;-58.479611;-34.65620398;PEATON;CARGAS;PARQUE AVELLANEDA
2019-0072;1;2019;8;6;ALBERDI, JUAN BAUTISTA AV. Y AZUL;CRUCE;10;-58.47439934;-34.63524207;AUTO;AUTO;FLORESTA
2019-0073;1;2019;8;1;ALVAREZ THOMAS AV. 1788;ENTRE CALLE;15;-58.46711912;-34.57926018;AUTO;OBJETO FIJO;VILLA ORTUZAR
2019-0074;1;2019;8;9;LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.;CRUCE;13;-58.46514781;-34.53465378;MOTO;CARGAS;NUÃEZ
2019-0075;1;2019;8;23;SAN ANTONIO Y LUJAN;CRUCE;4;-58.37571078;-34.65584079;MOTO;PASAJEROS;BARRACAS
2019-0076;1;2019;9;18;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.;CRUCE;4;-58.37157668;-34.65429986;MOTO;CARGAS;BARRACAS
2019-0077;1;2019;9;3;FIGUEROA ALCORTA, PRES. AV. Y TAGLE;CRUCE;14;-58.39811256;-34.58070186;PEATON;AUTO;PALERMO
2019-0078;1;2019;9;8;EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.;CRUCE;4;-58.41125934;-34.6541774;PEATON;CARGAS;NUEVA POMPEYA
2019-0079;1;2019;9;5;AGRELO Y COLOMBRES;CRUCE;5;-58.41822901;-34.61866836;MOTO;PASAJEROS;ALMAGRO
2019-0080;1;2019;9;18;CABILDO AV. y PAZ, GRAL. AV.;CRUCE;13;-58.47617802;-34.53825652;PEATON;MOTO;NO DATA
2019-0081;1;2019;9;16;ELCANO AV. 4300;ENTRE CALLE;15;-58.46141281;-34.58623761;PEATON;PASAJEROS;CHACARITA
2019-0082;1;2019;9;7;RABANAL, FRANCISCO, INTENDENTE AV. 2428;ENTRE CALLE;8;-58.42985146;-34.6611974;BICICLETA;CARGAS;VILLA SOLDATI
2019-0083;1;2019;9;8;MONTE Y CORVALAN;CRUCE;9;-58.48457413;-34.6583909;AUTO;AUTO;MATADEROS
2019-0084;1;2019;9;11;TANDIL Y LA FUENTE;CRUCE;7;-58.46572884;-34.63628186;BICICLETA;CARGAS;FLORES
2019-0085;1;2019;10;22;CARDOSO Y BACACAY;CRUCE;10;-58.49261744;-34.6341913;BICICLETA;TREN;VELEZ SARSFIELD
2019-0086;1;2019;10;14;CORRIENTES AV. 6700;ENTRE CALLE;15;-58.45283186;-34.5884156;MOTO;PASAJEROS;CHACARITA
2019-0087;1;2019;10;21;ALVAREZ THOMAS AV. Y MENDOZA;CRUCE;12;-58.47973681;-34.57418656;MOTO;MOTO;VILLA URQUIZA
2019-0088;1;2019;10;20;ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO;CRUCE;4;-58.40623949;-34.65076549;PEATON;PASAJEROS;NUEVA POMPEYA
2019-0089;1;2019;10;15;BROWN, ALTE. AV. Y BLANES, JUAN MANUEL;CRUCE;4;-58.36244648;-34.63107887;PEATON;CARGAS;BOCA
2019-0090;1;2019;10;18;ALBERDI, JUAN BAUTISTA AV. 5455;ENTRE CALLE;9;-58.49962423;-34.64868027;PEATON;MOTO;MATADEROS
2019-0091;1;2019;11;20;JUSTO, JUAN B. AV. Y CAMARGO;CRUCE;15;-58.44551437;-34.59559816;PEATON;PASAJEROS;VILLA CRESPO
2019-0092;1;2019;11;10;BRIN, MINISTRO Y SUAREZ;CRUCE;4;-58.35608181;-34.63420319;PEATON;PASAJEROS;BOCA
2019-0093;1;2019;11;11;NIZA Y JUSTO, JUAN B. AV.;CRUCE;11;-58.46483679;-34.60907662;BICICLETA;OTRO;VILLA GRAL. MITRE
2019-0094;1;2019;11;14;CAMARGO Y SERRANO;CRUCE;15;-58.44368628;-34.59724326;MOTO;OTRO;VILLA CRESPO
2019-0095;1;2019;11;15;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.;CRUCE;1;-58.37864583;-34.62907067;MOTO;CARGAS;CONSTITUCION
2019-0096;1;2019;11;19;CASEROS AV. Y PIEDRAS;CRUCE;1;-58.37560352;-34.62726382;PEATON;PASAJEROS;CONSTITUCION
2019-0097;1;2019;11;8;AUTOPISTA PERITO MORENO KM 5,6;CRUCE;9;-58.47721439;-34.64815069;MOTO;MULTIPLE;PARQUE AVELLANEDA
2019-0098;1;2019;11;14;GUZMAN 365;ENTRE CALLE;15;-58.45134029;-34.58984288;PASAJEROS;PASAJEROS;CHACARITA
2019-0100;1;2019;12;17;de los constituyentes av. 4300;ENTRE CALLE;12;-58.49040794;-34.58368803;MOTO;AUTO;VILLA PUEYRREDON
2019-0101;1;2019;12;4;MORENO, PERITO AV. Y TILCARA AV.;CRUCE;4;-58.42102679;-34.64991178;MOTO;MOTO;NUEVA POMPEYA
2019-0102;1;2019;12;14;IBARROLA Y GORDILLO, TIMOTEO;CRUCE;9;-58.52219407;-34.64143926;MOTO;AUTO;LINIERS
2019-0103;1;2019;12;SD;PAZ, GRAL. AV. Y GRIVEO;CRUCE;11;-58.52169422;-34.5947164;MOTO;MOTO;VILLA DEVOTO
2019-0104;1;2019;12;4;RIVADAVIA AV. Y PERGAMINO;CRUCE;10;-58.47460416;-34.63206174;MOTO;AUTO;FLORESTA
2019-0105;1;2019;5;11;SANTO TOME Y SEGUROLA AV.;CRUCE;10;-58.50512382;-34.61520391;PEATON;AUTO;MONTE CASTRO
2020-0001;1;2020;1;10;URIARTE Y LOYOLA;CRUCE;15;-58.43910409;-34.59213355;PEATON;AUTO;VILLA CRESPO
2020-0002;1;2020;1;20;SARAZA Y VARELA AV.;CRUCE;7;-58.45019436;-34.64646409;MOTO;OBJETO FIJO;FLORES
2020-0003;1;2020;1;6;RIVADAVIA AV. Y COMBATE DE LOS POZOS;CRUCE;3;-58.39337644;-34.60927582;PEATON;AUTO;BALVANERA
2020-0004;1;2020;1;21;RODRIGUEZ PEÑA Y RIVADAVIA AV.;CRUCE;1;-58.39055614;-34.60919284;PEATON;PASAJEROS;SAN NICOLAS
2020-0005;1;2020;1;6;24 DE NOVIEMBRE Y SAN JUAN AV.;CRUCE;3;-58.41036975;-34.62477021;MOTO;PASAJEROS;SAN CRISTOBAL
2020-0006;1;2020;1;12;LAFUENTE AV. 2250;ENTRE CALLE;8;-58.44925765;-34.65412546;MOTO;CARGAS;VILLA SOLDATI
2020-0007;1;2020;1;0;CHILE Y LIMA ;CRUCE;1;-58.3815685;-34.61648696;PEATON;MOTO;MONSERRAT
2020-0008;1;2020;1;7;CORDOBA AV. Y JEAN JAURES;CRUCE;2;-58.40662899;-34.59804521;MOTO;CARGAS;RECOLETA
2020-0009;1;2020;2;14;PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO;CRUCE;5;-58.41985649;-34.6060085;PEATON;AUTO;ALMAGRO
